molregno,chembl_id,max_phase,canonical_smiles,standard_inchi_key,mw_freebase,molecular_weight,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,np_likeness_score,natural_product,prodrug,ro3_pass,oral,parenteral,topical
2232,CHEMBL7257,2,COc1ccc2[nH]cc(CCN(C)C)c2c1,ZSTKHSQDNIGFLM-UHFFFAOYSA-N,218.3,218.3,2.28,2,1,28.26,4,0,2,16,0.85,-0.33,1,0,N,0,0,0
2247,CHEMBL443,4,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,253.28,253.28,1.37,5,2,98.22,3,0,2,17,0.8,-2.12,1,0,N,1,1,0
2256,CHEMBL444,2,CCC1(CC)C(=O)NC(=O)NC1=O,FTOAOBMCPZCFFF-UHFFFAOYSA-N,184.19,184.19,0.16,3,2,75.27,2,0,0,13,0.6,0.07,1,0,N,0,0,0
2261,CHEMBL42,4,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-N,326.83,326.83,3.72,4,1,30.87,0,0,2,23,0.8,-0.78,1,0,N,1,0,0
2262,CHEMBL445,4,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,263.38,263.38,3.83,1,1,12.03,3,0,2,20,0.83,0.35,1,0,N,1,0,0
2265,CHEMBL446,4,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,278.34,278.34,1.48,5,2,97.97,3,0,2,19,0.83,-1.56,1,0,N,1,0,0
2326,CHEMBL447,4,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,KQPKPCNLIDLUMF-UHFFFAOYSA-N,238.29,238.29,1.35,3,2,75.27,5,0,0,17,0.56,0.55,1,0,N,1,1,1
2327,CHEMBL448,4,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,226.28,226.28,1.18,3,2,75.27,4,0,0,16,0.71,0.29,1,0,N,1,1,1
2355,CHEMBL7568,4,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,GPKJTRJOBQGKQK-UHFFFAOYSA-N,399.97,399.97,5.97,4,1,37.39,9,1,3,28,0.45,-0.99,1,0,N,0,0,0
2366,CHEMBL267894,4,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N,226.28,226.28,1.18,3,2,75.27,4,0,0,16,0.71,0.31,1,0,N,0,0,0
2367,CHEMBL7728,4,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,UYXAWHWODHRRMR-UHFFFAOYSA-N,236.27,236.27,1.2,3,1,66.48,1,0,0,17,0.55,0.87,1,0,N,0,0,0
2393,CHEMBL449,4,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,212.25,212.25,0.79,3,2,75.27,3,0,0,15,0.68,0.32,1,0,N,1,0,0
2407,CHEMBL7863,4,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N,210.23,210.23,0.57,3,2,75.27,3,0,0,15,0.53,0.42,1,0,N,0,0,0
2408,CHEMBL450,4,CCC1(CC)C(=O)NC(=O)N(C)C1=O,FWJKNZONDWOGMI-UHFFFAOYSA-N,198.22,198.22,0.5,3,1,66.48,2,0,0,14,0.66,-0.13,1,0,N,1,0,0
2416,CHEMBL267719,2,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,FDQGNLOWMMVRQL-UHFFFAOYSA-N,208.22,208.22,0.49,3,2,75.27,4,0,0,15,0.52,0.32,1,0,N,0,0,0
2431,CHEMBL451,4,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,ANTSCNMPPGJYLG-UHFFFAOYSA-N,299.76,299.76,2.95,3,1,50.46,1,0,2,21,0.65,-0.4,1,0,Y,1,1,0
2451,CHEMBL266349,4,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,DKWNMCUOEDMMIN-PKOBYXMFSA-N,429.52,429.52,0.81,5,5,148.61,9,0,1,31,0.29,-0.45,0,0,N,0,1,0
2465,CHEMBL452,4,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DGBIGWXXNGSACT-UHFFFAOYSA-N,315.72,315.72,3.04,4,1,84.6,2,0,2,22,0.68,-0.87,1,0,N,1,0,0
2484,CHEMBL453,4,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,NHUHCSRWZMLRLA-UHFFFAOYSA-N,267.31,267.31,1.67,5,2,98.22,3,0,2,18,0.82,-1.82,1,0,N,1,1,1
2516,CHEMBL268869,4,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,VLYWMPOKSSWJAL-UHFFFAOYSA-N,280.31,280.31,0.87,6,2,107.2,4,0,2,19,0.8,-1.8,1,0,N,0,0,0
2524,CHEMBL454,4,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,UZVHFVZFNXBMQJ-UHFFFAOYSA-N,224.26,224.26,0.96,3,2,75.27,4,0,0,16,0.55,0.53,1,0,N,1,0,0
2525,CHEMBL455,4,CC(=O)NS(=O)(=O)c1ccc(N)cc1,SKIVFJLNDNKQPD-UHFFFAOYSA-N,214.25,214.25,0.09,4,2,89.26,2,0,1,14,0.68,-1.06,1,0,N,0,0,1
2580,CHEMBL43,4,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,XCPGHVQEEXUHNC-UHFFFAOYSA-N,393.47,393.47,4.51,5,2,80.32,5,0,4,28,0.49,-1.11,1,0,N,0,1,0
2597,CHEMBL7797,2,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,PRKWVSHZYDOZLP-UHFFFAOYSA-N,365.21,365.21,4.15,3,1,63.6,4,0,2,24,0.88,0.17,0,0,N,0,0,0
2640,CHEMBL429405,2,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,SGDBTWWWUNNDEQ-UHFFFAOYSA-N,305.21,305.21,1.93,3,2,66.56,8,0,1,19,0.72,-0.07,1,0,N,0,0,0
2654,CHEMBL456,4,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,AVOLMBLBETYQHX-UHFFFAOYSA-N,303.14,303.14,3.61,3,1,63.6,6,0,1,19,0.64,0.11,1,0,N,1,1,0
2658,CHEMBL44,2,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,TZBJGXHYKVUXJN-UHFFFAOYSA-N,270.24,270.24,2.58,5,3,90.9,1,0,3,20,0.63,1.35,1,0,N,0,0,0
2724,CHEMBL7549,2,CCCN1CCC[C@@H](c2cccc(O)c2)C1,HTSNFXAICLXZMA-CYBMUJFWSA-N,219.33,219.33,2.98,2,1,23.47,3,0,1,16,0.84,-0.55,0,0,Y,0,0,0
2819,CHEMBL267744,4,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,AGHANLSBXUWXTB-UHFFFAOYSA-N,331.18,331.18,3.75,4,1,63.6,5,0,2,20,0.85,-1.22,1,0,N,0,0,0
2966,CHEMBL7643,2,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2,JQJSFAJISYZPER-UHFFFAOYSA-N,350.83,350.83,3.34,3,2,75.27,3,0,2,23,0.89,-1.68,0,0,N,0,0,0
2994,CHEMBL457,4,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,HEMJJKBWTPKOJG-UHFFFAOYSA-N,250.34,250.34,3.57,2,1,46.53,6,0,1,18,0.78,-0.36,1,0,N,1,0,0
3012,CHEMBL45,4,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N,232.28,232.28,1.86,2,2,54.12,4,0,2,17,0.84,-0.52,1,0,N,1,0,0
3059,CHEMBL8085,2,NCCCC[C@H](N)C(=O)O,KDXKERNSBIXSRK-YFKPBYRVSA-N,146.19,146.19,-0.47,3,3,89.34,5,0,0,10,0.46,1.45,1,0,N,0,0,0
3098,CHEMBL7890,2,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],KCWZGJVSDFYRIX-YFKPBYRVSA-N,233.23,233.23,-1.43,6,4,143.37,6,0,0,16,0.11,0.37,1,0,N,0,0,0
3103,CHEMBL266510,3,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,ULYONBAOIMCNEH-HNNXBMFYSA-N,359.71,359.71,4.53,2,1,38.33,2,0,2,24,0.8,-0.65,0,0,N,0,0,0
3142,CHEMBL8184,2,CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC,IQNQAOGGWGCROX-UHFFFAOYSA-N,290.37,290.37,2.84,6,1,69.04,7,0,2,21,0.63,-1.83,0,0,N,0,0,0
3183,CHEMBL46,4,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,FELGMEQIXOGIFQ-UHFFFAOYSA-N,293.37,293.37,3.13,4,0,39.82,2,0,3,22,0.73,-0.54,1,0,N,1,1,0
3281,CHEMBL8145,2,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,254.24,254.24,2.87,4,2,70.67,1,0,3,19,0.7,0.83,1,0,N,0,0,0
3346,CHEMBL7983,1,CCCOC(=O)c1cc(O)c(O)c(O)c1,ZTHYODDOHIVTJV-UHFFFAOYSA-N,212.2,212.2,1.37,5,3,86.99,3,0,1,15,0.52,0.46,1,0,N,0,0,0
3377,CHEMBL8148,2,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,PHMRLCQEIQGCHH-UHFFFAOYSA-N,420.53,420.53,3.3,7,3,96.89,9,0,2,29,0.54,-1.55,0,0,N,0,0,0
3409,CHEMBL8030,2,Cc1cccc(Oc2cnc(=O)[nH]c2)c1,HJQILFPVRNHTIG-UHFFFAOYSA-N,202.21,202.21,1.87,3,1,54.98,2,0,2,15,0.81,-0.84,0,0,Y,0,0,0
3587,CHEMBL8412,2,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,TZJUVVIWVWFLCD-UHFFFAOYSA-N,401.49,401.49,1.22,7,0,86.71,6,0,2,28,0.67,-1.81,0,0,N,0,0,0
3599,CHEMBL49,4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,QWCRAEMEVRGPNT-UHFFFAOYSA-N,385.51,385.51,2.09,6,0,69.64,6,0,1,28,0.55,-1.1,1,0,N,1,0,0
3665,CHEMBL8260,2,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,FXNFHKRTJBSTCS-UHFFFAOYSA-N,270.24,270.24,2.58,5,3,90.9,1,0,3,20,0.59,1.27,1,0,N,0,0,0
3666,CHEMBL50,3,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,302.24,302.24,1.99,7,5,131.36,1,0,3,22,0.43,1.7,1,0,N,0,0,0
3683,CHEMBL51,3,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,FPCCSQOGAWCVBH-UHFFFAOYSA-N,395.43,395.43,2.42,5,1,75.17,5,0,3,29,0.67,-1.37,0,0,N,0,0,0
3689,CHEMBL8273,2,O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)cc1,XTNWJMVJVSGKLR-UHFFFAOYSA-N,335.38,335.38,1.67,4,2,92.7,8,0,2,23,0.77,-1.22,0,0,N,0,0,0
3730,CHEMBL459,4,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,CJCSPKMFHVPWAR-JTQLQIEISA-N,211.22,211.22,0.44,4,4,103.78,3,0,1,15,0.54,1.09,1,0,N,1,0,0
3799,CHEMBL460,4,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,KLPWJLBORRMFGK-UHFFFAOYSA-N,276.38,276.38,1.96,3,1,45.33,3,0,1,20,0.92,-0.63,1,0,Y,1,0,0
3854,CHEMBL53,4,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-CYBMUJFWSA-N,267.33,267.33,2.85,3,2,43.7,0,0,2,20,0.72,1.45,1,0,Y,0,1,1
3859,CHEMBL54,4,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-N,375.87,375.87,4.43,3,1,40.54,6,0,2,26,0.76,-0.94,0,0,N,1,1,0
3943,CHEMBL8425,2,CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1,ISBUYSPRIJRBKX-UHFFFAOYSA-N,268.32,268.32,2.83,3,0,41.9,4,0,2,20,0.86,-0.84,0,0,N,0,0,0
3965,CHEMBL55,4,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,XDRYMKDFEDOLFX-UHFFFAOYSA-N,340.43,340.43,2.88,4,4,118.2,10,0,2,25,0.3,-0.14,1,0,N,0,1,1
4002,CHEMBL274119,-1,CSCCC(N)C(=O)O,FFEARJCKVFRZRR-UHFFFAOYSA-N,149.22,149.22,0.15,3,2,63.32,4,0,0,9,0.6,0.34,1,0,N,0,0,0
4011,CHEMBL463,4,Nc1ccc(C(=O)NCC(=O)O)cc1,HSMNQINEKMPTIC-UHFFFAOYSA-N,194.19,194.19,0.08,3,3,92.42,3,0,1,14,0.59,-0.6,1,0,N,0,1,0
4193,CHEMBL464,4,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,HQMNCQVAMBCHCO-DJRRULDNSA-N,354.49,354.49,5.65,3,0,35.53,7,1,1,26,0.36,1.1,1,0,N,1,0,0
4259,CHEMBL8514,2,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,ZZJYIKPMDIWRSN-HWBMXIPRSA-N,361.53,361.53,4.84,2,1,23.47,0,0,2,27,0.73,0.95,0,0,N,0,0,0
4345,CHEMBL57,4,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N,266.3,266.3,2.65,4,1,58.12,1,0,2,20,0.86,-0.25,1,0,N,1,0,0
4361,CHEMBL8659,2,CCCCCCCC/C=C\CCCCCCCC(=O)O,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,282.47,282.47,6.11,1,1,37.3,15,1,0,20,0.29,0.87,1,0,N,0,0,0
4381,CHEMBL8706,2,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,BTFHLQRNAMSNLC-UHFFFAOYSA-N,272.18,272.18,3.33,2,0,12.47,6,0,1,17,0.58,-1.62,1,0,N,0,0,0
4398,CHEMBL267476,2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,OYHQOLUKZRVURQ-HZJYTTRNSA-N,280.45,280.45,5.88,1,1,37.3,14,1,0,20,0.32,1.19,1,0,N,0,0,0
4411,CHEMBL8846,2,CC(C)(C)c1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O,WAAVMZLJRXYRMA-UHFFFAOYSA-N,316.47,316.47,5.28,3,1,37.3,2,1,2,22,0.77,-0.62,0,0,N,0,0,0
4480,CHEMBL8759,2,N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21,VTAARTQTOOYTES-RGDLXGNYSA-N,185.18,185.18,-0.49,3,3,100.62,2,0,0,13,0.54,1.31,0,0,N,0,0,0
4496,CHEMBL465,4,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CYQFCXCEBYINGO-IAGOWNOFSA-N,314.47,314.47,5.74,2,1,29.46,4,1,1,23,0.57,2.31,1,0,N,1,0,0
4504,CHEMBL58,4,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,KKZJGLLVHKMTCM-UHFFFAOYSA-N,444.49,444.49,-0.14,10,8,163.18,12,1,2,32,0.14,0.22,1,0,N,0,1,0
4584,CHEMBL59,4,NCCc1ccc(O)c(O)c1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,153.18,153.18,0.6,3,3,66.48,2,0,1,11,0.54,1.15,1,0,N,0,1,0
4634,CHEMBL267930,2,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,DKGZKTPJOSAWFA-UHFFFAOYSA-N,395.48,395.48,3.22,4,1,52.65,6,0,2,29,0.76,-0.84,0,0,N,0,0,0
4637,CHEMBL267473,2,O=C(O)c1ccc(OCCn2ccnc2)cc1,XQGZSYKGWHUSDH-UHFFFAOYSA-N,232.24,232.24,1.66,4,1,64.35,5,0,2,17,0.85,-1.29,1,0,N,0,0,0
4671,CHEMBL267044,2,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-NSHDSACASA-N,341.43,341.43,0.56,5,2,101.73,6,0,1,23,0.79,-1.62,1,0,N,0,0,0
4672,CHEMBL8809,2,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,WAOQONBSWFLFPE-VIFPVBQESA-N,347.24,347.24,2.92,4,2,61.8,5,0,1,22,0.86,-0.79,1,0,N,0,0,0
4686,CHEMBL8946,2,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,AADCDMQTJNYOSS-LBPRGKRZSA-N,340.85,340.85,2.83,4,2,61.8,6,0,1,23,0.84,-0.71,1,0,N,0,0,0
4721,CHEMBL267723,2,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(I)c1O,CANPFCFJURGKAX-JTQLQIEISA-N,404.25,404.25,2.22,4,2,61.8,5,0,1,21,0.74,-0.78,0,0,N,0,0,0
4726,CHEMBL267932,2,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,QHJLPOSPWKZACG-UHFFFAOYSA-N,409.51,409.51,3.56,4,0,43.86,6,0,2,30,0.68,-0.86,0,0,N,0,0,0
4730,CHEMBL467,4,NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N,76.05,76.05,-0.96,2,3,75.35,0,0,0,5,0.26,-0.32,1,0,N,1,0,0
4750,CHEMBL267227,2,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,HCAWPGARWVBULJ-IAGOWNOFSA-N,314.47,314.47,5.74,2,1,29.46,4,1,1,23,0.57,2.19,1,0,N,0,0,0
4775,CHEMBL61,4,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,YJGVMLPVUAXIQN-XVVDYKMHSA-N,414.41,414.41,2.41,8,1,92.68,4,0,2,30,0.76,1.51,1,0,N,0,0,1
4815,CHEMBL8965,2,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C,IUPCWCLVECYZRV-JZMZINANSA-N,581.75,581.75,2.67,10,2,135.13,6,1,0,41,0.27,2.09,1,0,N,0,0,0
4872,CHEMBL63,2,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,HJORMJIFDVBMOB-UHFFFAOYSA-N,275.35,275.35,2.62,3,1,47.56,4,0,1,20,0.92,0.66,1,0,N,0,0,0
4920,CHEMBL9298,2,N#Cc1ccc(C2CCCc3cncn32)cc1,CLPFFLWZZBQMAO-UHFFFAOYSA-N,223.28,223.28,2.68,3,0,41.61,1,0,2,17,0.75,-0.71,0,0,Y,0,0,0
4941,CHEMBL64,4,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,137.14,137.14,-0.31,3,2,68.01,1,0,1,10,0.32,-1.62,1,0,N,1,1,0
5028,CHEMBL468,4,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,UEJJHQNACJXSKW-UHFFFAOYSA-N,258.23,258.23,0.09,4,1,83.55,1,0,1,19,0.72,-0.24,1,0,N,1,0,0
5080,CHEMBL469,4,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,OZWKMVRBQXNZKK-UHFFFAOYSA-N,255.27,255.27,2.29,3,1,59.3,3,0,2,19,0.86,-0.45,1,0,Y,1,1,1
5105,CHEMBL65,-1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,VSJKWCGYPAHWDS-FQEVSTJZSA-N,348.36,348.36,2.08,6,1,81.42,1,0,3,26,0.53,1.01,1,0,N,0,0,0
5200,CHEMBL9194,3,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,MOTJMGVDPWRKOC-QPVYNBJUSA-N,510.63,510.63,4.69,6,1,88.54,12,1,2,37,0.44,-0.35,1,0,N,0,0,0
5246,CHEMBL9509,3,COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O,SEBFKMXJBCUCAI-DBMPWETRSA-N,482.44,482.44,2.36,10,5,155.14,4,0,3,35,0.37,1.96,1,0,N,0,0,0
5285,CHEMBL274826,-1,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,AEMFNILZOJDQLW-QAGGRKNESA-N,286.42,286.42,4.09,2,0,34.14,0,0,0,21,0.67,2.14,1,0,N,0,0,0
5295,CHEMBL67,-1,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,HVXBOLULGPECHP-WAYWQWQTSA-N,316.35,316.35,3.6,5,1,57.15,6,0,2,23,0.83,0.57,1,0,N,0,0,0
5378,CHEMBL428479,2,COc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,HEOZYYOUKGGSBJ-UHFFFAOYSA-N,285.3,285.3,2.3,4,1,68.53,4,0,2,21,0.88,-0.44,0,0,N,0,0,0
5453,CHEMBL9116,2,CNC(=O)ON(C(C)=O)C(=O)NC,JURAJLFHWXNPHG-UHFFFAOYSA-N,189.17,189.17,-0.55,4,2,87.74,0,0,0,13,0.5,-0.25,0,0,N,0,0,0
5467,CHEMBL9324,2,CC[N+](CC)(CC)CC,CBXCPBUEXACCNR-UHFFFAOYSA-N,130.25,130.25,1.88,0,0,0,4,0,0,9,0.51,-0.08,1,0,N,0,0,0
5528,CHEMBL471,4,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N,272.37,272.37,1.09,4,3,78.43,6,0,1,18,0.72,-0.9,1,0,N,1,1,0
5535,CHEMBL9506,2,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,NFHRQQKPEBFUJK-HSZRJFAPSA-N,408.46,408.46,3.74,3,2,77.56,3,0,4,31,0.54,-0.32,0,0,N,0,0,0
5540,CHEMBL9419,2,CC(=O)Nc1cccc(O)c1,QLNWXBAGRTUKKI-UHFFFAOYSA-N,151.16,151.16,1.35,2,2,49.33,1,0,1,11,0.64,-0.78,1,0,Y,0,0,0
5575,CHEMBL9514,2,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,KYRVNWMVYQXFEU-UHFFFAOYSA-N,301.33,301.33,3.03,5,2,84.08,3,0,3,21,0.73,-1.56,1,0,N,0,0,0
5582,CHEMBL472,4,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,494.01,494.01,3.64,5,3,113.6,8,0,2,33,0.52,-1.21,1,0,N,1,0,0
5583,CHEMBL9484,2,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,WPSYTTKBGAZSCX-UHFFFAOYSA-N,338.99,338.99,6.49,0,0,0,13,1,1,23,0.28,-0.09,1,0,N,0,0,0
5622,CHEMBL9225,4,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,PBBGSZCBWVPOOL-HDICACEKSA-N,270.37,270.37,4.79,2,2,40.46,5,0,2,20,0.82,0.25,1,0,N,0,0,0
5638,CHEMBL473,4,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,IXTMWRCNAAVVAI-UHFFFAOYSA-N,441.58,441.58,1.98,6,2,104.81,11,0,2,29,0.55,-1.07,1,0,N,1,0,0
5659,CHEMBL417975,2,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,JFLUCCKXAYBETQ-VIFPVBQESA-N,338.48,338.48,0.86,6,2,106.33,4,0,1,20,0.85,-1.02,0,0,N,0,0,0
5666,CHEMBL275528,2,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,243.39,243.39,4.33,1,0,3.24,2,0,1,18,0.75,-0.01,1,0,N,0,0,0
5740,CHEMBL268254,2,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,CHIFCDOIPRCHCF-UHFFFAOYSA-N,305.16,305.16,3.78,2,1,41.46,1,0,2,20,0.86,-0.57,1,0,N,0,0,0
5772,CHEMBL476,4,CN(C)/N=N/c1[nH]cnc1C(N)=O,FDKXTQMXEQVLRF-ZHACJKMWSA-N,182.19,182.19,0.07,4,2,99.73,3,0,1,13,0.51,-0.95,1,0,N,0,1,0
5797,CHEMBL477,4,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,267.25,267.25,-1.98,9,4,139.54,2,0,2,19,0.49,1.31,1,0,N,0,1,0
5815,CHEMBL9440,2,CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2,CVEGTZWWWRJCFK-UHFFFAOYSA-N,436.54,436.54,2.85,6,1,88.23,5,0,3,31,0.66,-1.54,0,0,N,0,0,0
5884,CHEMBL478,2,Clc1cccc(N2CCNCC2)c1,VHFVKMTVMIZMIK-UHFFFAOYSA-N,196.68,196.68,1.75,2,1,15.27,1,0,1,13,0.74,-1.66,1,0,Y,0,0,0
5970,CHEMBL479,4,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,KLBQZWRITKRQQV-UHFFFAOYSA-N,370.59,370.59,5.89,4,0,6.48,4,1,2,25,0.62,-1.03,1,0,N,1,0,0
5975,CHEMBL480,4,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,MJIHNNLFOKEZEW-UHFFFAOYSA-N,369.37,369.37,3.52,4,1,73.86,5,0,3,25,0.7,-0.96,0,0,N,1,1,0
5985,CHEMBL481,4,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,UWKQSNNFCGGAFS-XIFFEERXSA-N,586.69,586.69,4.09,9,1,114.2,4,1,3,43,0.36,0.26,1,1,N,0,1,0
